Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta
MAG,70,MEDIUM,2,30.0,18,77.298,Dutch Grand Prix,2024,-3.870999999999995
MAG,71,MEDIUM,2,31.0,18,76.293,Dutch Grand Prix,2024,-4.711999999999989
NOR,1,MEDIUM,1,1.0,2,80.878,Dutch Grand Prix,2024,-34.849000000000004
NOR,2,MEDIUM,1,2.0,2,76.134,Dutch Grand Prix,2024,-34.370000000000005
NOR,3,MEDIUM,1,3.0,2,76.496,Dutch Grand Prix,2024,-33.635000000000005
NOR,4,MEDIUM,1,4.0,2,76.304,Dutch Grand Prix,2024,-33.708
NOR,5,MEDIUM,1,5.0,2,76.271,Dutch Grand Prix,2024,-33.884
NOR,6,MEDIUM,1,6.0,2,76.225,Dutch Grand Prix,2024,-33.976
NOR,7,MEDIUM,1,7.0,2,76.395,Dutch Grand Prix,2024,-33.67700000000001
NOR,8,MEDIUM,1,8.0,2,76.169,Dutch Grand Prix,2024,-34.129000000000005
NOR,9,MEDIUM,1,9.0,2,76.477,Dutch Grand Prix,2024,-33.821
NOR,10,MEDIUM,1,10.0,2,76.292,Dutch Grand Prix,2024,-34.042
NOR,11,MEDIUM,1,11.0,2,76.303,Dutch Grand Prix,2024,-33.706
NOR,12,MEDIUM,1,12.0,2,76.2,Dutch Grand Prix,2024,-33.524
NOR,13,MEDIUM,1,13.0,2,76.242,Dutch Grand Prix,2024,-33.72099999999999
NOR,14,MEDIUM,1,14.0,2,76.47,Dutch Grand Prix,2024,-33.096999999999994
NOR,15,MEDIUM,1,15.0,2,76.227,Dutch Grand Prix,2024,-37.70099999999999
NOR,16,MEDIUM,1,16.0,2,75.689,Dutch Grand Prix,2024,-8.607000000000014
NOR,17,MEDIUM,1,17.0,2,76.085,Dutch Grand Prix,2024,-10.400000000000006
NOR,18,MEDIUM,1,18.0,1,76.066,Dutch Grand Prix,2024,-18.059
NOR,19,MEDIUM,1,19.0,1,75.899,Dutch Grand Prix,2024,-25.53700000000001
NOR,20,MEDIUM,1,20.0,1,76.043,Dutch Grand Prix,2024,-21.660999999999987
NOR,21,MEDIUM,1,21.0,1,75.729,Dutch Grand Prix,2024,-15.784000000000006
NOR,22,MEDIUM,1,22.0,1,75.796,Dutch Grand Prix,2024,-15.063999999999991
NOR,23,MEDIUM,1,23.0,1,75.784,Dutch Grand Prix,2024,-15.391999999999996
NOR,24,MEDIUM,1,24.0,1,75.692,Dutch Grand Prix,2024,-15.937000000000012
NOR,25,MEDIUM,1,25.0,1,75.709,Dutch Grand Prix,2024,-18.598
NOR,26,MEDIUM,1,26.0,1,75.873,Dutch Grand Prix,2024,-25.642
NOR,27,MEDIUM,1,27.0,1,75.744,Dutch Grand Prix,2024,-29.062
NOR,28,MEDIUM,1,28.0,1,79.241,Dutch Grand Prix,2024,-12.801000000000002
NOR,29,HARD,2,1.0,4,95.15,Dutch Grand Prix,2024,-16.631
NOR,30,HARD,2,2.0,2,74.571,Dutch Grand Prix,2024,-8.751999999999995
NOR,31,HARD,2,3.0,2,74.391,Dutch Grand Prix,2024,-8.855999999999995
NOR,32,HARD,2,4.0,2,74.476,Dutch Grand Prix,2024,-8.980000000000004
NOR,33,HARD,2,5.0,1,74.489,Dutch Grand Prix,2024,-9.503
NOR,34,HARD,2,6.0,1,74.491,Dutch Grand Prix,2024,-9.662999999999997
NOR,35,HARD,2,7.0,1,74.474,Dutch Grand Prix,2024,-9.726
NOR,36,HARD,2,8.0,1,74.312,Dutch Grand Prix,2024,-9.784000000000006
NOR,37,HARD,2,9.0,1,74.724,Dutch Grand Prix,2024,-9.53
NOR,38,HARD,2,10.0,1,74.557,Dutch Grand Prix,2024,-9.596999999999994
NOR,39,HARD,2,11.0,1,74.707,Dutch Grand Prix,2024,-9.479000000000012
NOR,40,HARD,2,12.0,1,74.639,Dutch Grand Prix,2024,-9.441000000000004
NOR,41,HARD,2,13.0,1,75.01,Dutch Grand Prix,2024,-9.178999999999988
NOR,42,HARD,2,14.0,1,75.205,Dutch Grand Prix,2024,-8.796000000000006
NOR,43,HARD,2,15.0,1,74.791,Dutch Grand Prix,2024,-9.272000000000006
NOR,44,HARD,2,16.0,1,74.577,Dutch Grand Prix,2024,-9.853000000000009
NOR,45,HARD,2,17.0,1,74.831,Dutch Grand Prix,2024,-11.497
NOR,46,HARD,2,18.0,1,74.603,Dutch Grand Prix,2024,4.191999999999993
NOR,47,HARD,2,19.0,1,74.892,Dutch Grand Prix,2024,4.161999999999992
NOR,48,HARD,2,20.0,1,74.776,Dutch Grand Prix,2024,4.001999999999995
NOR,49,HARD,2,21.0,1,74.911,Dutch Grand Prix,2024,4.466999999999999
NOR,50,HARD,2,22.0,1,74.575,Dutch Grand Prix,2024,4.028999999999996
NOR,51,HARD,2,23.0,1,74.832,Dutch Grand Prix,2024,0.2590000000000003
NOR,52,HARD,2,24.0,1,74.687,Dutch Grand Prix,2024,-3.5360000000000014
NOR,53,HARD,2,25.0,1,74.738,Dutch Grand Prix,2024,-2.8319999999999936
NOR,54,HARD,2,26.0,1,74.468,Dutch Grand Prix,2024,-3.3699999999999903
NOR,55,HARD,2,27.0,1,74.599,Dutch Grand Prix,2024,-3.783000000000001
NOR,56,HARD,2,28.0,1,74.816,Dutch Grand Prix,2024,-3.338999999999998
NOR,57,HARD,2,29.0,1,74.867,Dutch Grand Prix,2024,-2.9479999999999933
NOR,58,HARD,2,30.0,1,75.098,Dutch Grand Prix,2024,-2.296999999999997
NOR,59,HARD,2,31.0,1,74.979,Dutch Grand Prix,2024,-2.1430000000000007
NOR,60,HARD,2,32.0,1,74.518,Dutch Grand Prix,2024,-2.1769999999999925
NOR,61,HARD,2,33.0,1,75.046,Dutch Grand Prix,2024,-2.567999999999998
NOR,62,HARD,2,34.0,1,75.008,Dutch Grand Prix,2024,-1.018000000000001
NOR,63,HARD,2,35.0,1,74.31,Dutch Grand Prix,2024,-2.5660000000000025
NOR,64,HARD,2,36.0,1,74.858,Dutch Grand Prix,2024,-0.8840000000000003
NOR,65,HARD,2,37.0,1,74.786,Dutch Grand Prix,2024,-2.357
NOR,66,HARD,2,38.0,1,74.624,Dutch Grand Prix,2024,-1.5900000000000034
NOR,67,HARD,2,39.0,1,74.688,Dutch Grand Prix,2024,-1.4269999999999925
NOR,68,HARD,2,40.0,1,74.66,Dutch Grand Prix,2024,-1.5120000000000005
NOR,69,HARD,2,41.0,1,74.657,Dutch Grand Prix,2024,-1.6569999999999965
NOR,70,HARD,2,42.0,1,74.871,Dutch Grand Prix,2024,-2.3419999999999987
NOR,71,HARD,2,43.0,1,75.007,Dutch Grand Prix,2024,-1.6019999999999897
NOR,72,HARD,2,44.0,1,73.817,Dutch Grand Prix,2024,-2.984000000000009
OCO,1,MEDIUM,1,1.0,16,88.161,Dutch Grand Prix,2024,-29.686
OCO,2,MEDIUM,1,2.0,16,79.229,Dutch Grand Prix,2024,-32.083
OCO,3,MEDIUM,1,3.0,16,77.768,Dutch Grand Prix,2024,-32.75
OCO,4,MEDIUM,1,4.0,16,77.671,Dutch Grand Prix,2024,-32.69999999999999
OCO,5,MEDIUM,1,5.0,16,77.327,Dutch Grand Prix,2024,-33.309
OCO,6,MEDIUM,1,6.0,16,77.467,Dutch Grand Prix,2024,-33.441
OCO,7,MEDIUM,1,7.0,16,77.104,Dutch Grand Prix,2024,-33.991
OCO,8,MEDIUM,1,8.0,16,77.699,Dutch Grand Prix,2024,-33.411
OCO,9,MEDIUM,1,9.0,16,77.284,Dutch Grand Prix,2024,-34.021
OCO,10,MEDIUM,1,10.0,16,77.752,Dutch Grand Prix,2024,-33.333
OCO,11,MEDIUM,1,11.0,16,77.384,Dutch Grand Prix,2024,-33.548
OCO,12,MEDIUM,1,12.0,16,77.678,Dutch Grand Prix,2024,-37.84700000000001
OCO,13,MEDIUM,1,13.0,16,77.926,Dutch Grand Prix,2024,-16.564999999999998
OCO,14,MEDIUM,1,14.0,16,77.735,Dutch Grand Prix,2024,-17.558000000000007
OCO,15,MEDIUM,1,15.0,13,78.856,Dutch Grand Prix,2024,-16.028000000000006
OCO,16,MEDIUM,1,16.0,13,77.666,Dutch Grand Prix,2024,-18.85600000000001
OCO,17,MEDIUM,1,17.0,13,77.836,Dutch Grand Prix,2024,-20.899
OCO,18,MEDIUM,1,18.0,13,77.648,Dutch Grand Prix,2024,-20.849000000000004
OCO,19,MEDIUM,1,19.0,13,77.705,Dutch Grand Prix,2024,-24.026
OCO,20,MEDIUM,1,20.0,13,77.518,Dutch Grand Prix,2024,-9.620000000000005
OCO,21,MEDIUM,1,21.0,13,77.593,Dutch Grand Prix,2024,-10.23599999999999
OCO,22,MEDIUM,1,22.0,14,78.405,Dutch Grand Prix,2024,-8.248999999999995
OCO,23,MEDIUM,1,23.0,14,77.875,Dutch Grand Prix,2024,-8.861000000000004
OCO,24,MEDIUM,1,24.0,13,77.498,Dutch Grand Prix,2024,-9.702999999999989
OCO,25,MEDIUM,1,25.0,14,77.417,Dutch Grand Prix,2024,-35.276
OCO,26,MEDIUM,1,26.0,14,78.166,Dutch Grand Prix,2024,-33.771
OCO,27,MEDIUM,1,27.0,15,78.099,Dutch Grand Prix,2024,-20.25399999999999
OCO,28,MEDIUM,1,28.0,15,77.821,Dutch Grand Prix,2024,-33.557
OCO,29,MEDIUM,1,29.0,15,77.681,Dutch Grand Prix,2024,-49.885000000000005
OCO,30,MEDIUM,1,30.0,16,81.104,Dutch Grand Prix,2024,-10.082999999999998
OCO,31,HARD,2,1.0,19,95.661,Dutch Grand Prix,2024,23.924000000000007
OCO,32,HARD,2,2.0,19,76.26,Dutch Grand Prix,2024,4.322000000000003
OCO,33,HARD,2,3.0,18,76.104,Dutch Grand Prix,2024,4.445999999999998
OCO,34,HARD,2,4.0,18,76.034,Dutch Grand Prix,2024,3.975999999999999
OCO,35,HARD,2,5.0,18,75.622,Dutch Grand Prix,2024,3.0690000000000026
OCO,36,HARD,2,6.0,18,75.609,Dutch Grand Prix,2024,4.025999999999996
OCO,37,HARD,2,7.0,18,75.566,Dutch Grand Prix,2024,3.820999999999998
OCO,38,HARD,2,8.0,18,75.902,Dutch Grand Prix,2024,4.527000000000001
OCO,39,HARD,2,9.0,18,75.78,Dutch Grand Prix,2024,3.8130000000000015
OCO,40,HARD,2,10.0,18,76.027,Dutch Grand Prix,2024,3.0349999999999966
OCO,41,HARD,2,11.0,16,77.121,Dutch Grand Prix,2024,4.798000000000002
OCO,42,HARD,2,12.0,16,78.371,Dutch Grand Prix,2024,6.61699999999999
OCO,43,HARD,2,13.0,15,76.151,Dutch Grand Prix,2024,0.9749999999999944
OCO,44,HARD,2,14.0,15,75.85,Dutch Grand Prix,2024,-7.9680000000000035
OCO,45,HARD,2,15.0,15,75.867,Dutch Grand Prix,2024,-17.391999999999996
OCO,46,HARD,2,16.0,15,76.141,Dutch Grand Prix,2024,-8.905999999999992
OCO,47,HARD,2,17.0,15,75.711,Dutch Grand Prix,2024,-7.162999999999997
OCO,48,HARD,2,18.0,15,76.079,Dutch Grand Prix,2024,-5.374000000000009
OCO,49,HARD,2,19.0,15,76.257,Dutch Grand Prix,2024,-4.510999999999996
OCO,50,HARD,2,20.0,15,75.39,Dutch Grand Prix,2024,-4.399000000000001
OCO,51,HARD,2,21.0,15,77.756,Dutch Grand Prix,2024,-1.643000000000001
OCO,52,HARD,2,22.0,15,75.907,Dutch Grand Prix,2024,-5.909000000000006
OCO,53,HARD,2,23.0,15,75.948,Dutch Grand Prix,2024,-15.38300000000001
OCO,54,HARD,2,24.0,15,75.862,Dutch Grand Prix,2024,-26.43700000000001
OCO,55,HARD,2,25.0,14,75.831,Dutch Grand Prix,2024,-19.476
OCO,56,HARD,2,26.0,14,75.952,Dutch Grand Prix,2024,-40.676
OCO,57,HARD,2,27.0,14,79.487,Dutch Grand Prix,2024,-34.81700000000001
OCO,58,HARD,2,28.0,14,75.936,Dutch Grand Prix,2024,-53.835999999999984
OCO,59,HARD,2,29.0,14,75.786,Dutch Grand Prix,2024,-5.301000000000002
OCO,60,HARD,2,30.0,14,75.629,Dutch Grand Prix,2024,-2.978999999999999
OCO,61,HARD,2,31.0,14,77.515,Dutch Grand Prix,2024,-1.5619999999999976
OCO,62,HARD,2,32.0,14,75.998,Dutch Grand Prix,2024,-2.3789999999999907
OCO,63,HARD,2,33.0,14,75.618,Dutch Grand Prix,2024,-2.284000000000006
OCO,64,HARD,2,34.0,14,75.753,Dutch Grand Prix,2024,-2.103999999999999
OCO,65,HARD,2,35.0,14,75.741,Dutch Grand Prix,2024,-2.1239999999999952
OCO,66,HARD,2,36.0,14,75.771,Dutch Grand Prix,2024,-2.6059999999999945
OCO,67,HARD,2,37.0,14,77.406,Dutch Grand Prix,2024,-0.8689999999999998
OCO,68,HARD,2,38.0,14,75.41,Dutch Grand Prix,2024,-2.3440000000000083
OCO,69,HARD,2,39.0,15,77.218,Dutch Grand Prix,2024,-1.0750000000000028
OCO,70,HARD,2,40.0,15,77.351,Dutch Grand Prix,2024,0.3389999999999986
OCO,71,HARD,2,41.0,15,75.946,Dutch Grand Prix,2024,-4.713000000000008
PER,1,MEDIUM,1,1.0,6,83.931,Dutch Grand Prix,2024,-29.508
PER,2,MEDIUM,1,2.0,6,76.479,Dutch Grand Prix,2024,-33.761
PER,3,MEDIUM,1,3.0,6,76.421,Dutch Grand Prix,2024,-33.562
PER,4,MEDIUM,1,4.0,6,76.566,Dutch Grand Prix,2024,-33.224000000000004
PER,5,MEDIUM,1,5.0,6,76.747,Dutch Grand Prix,2024,-33.149
PER,6,MEDIUM,1,6.0,6,76.386,Dutch Grand Prix,2024,-33.74300000000001
PER,7,MEDIUM,1,7.0,6,76.862,Dutch Grand Prix,2024,-32.775000000000006
PER,8,MEDIUM,1,8.0,6,77.107,Dutch Grand Prix,2024,-32.80500000000001
PER,9,MEDIUM,1,9.0,6,76.898,Dutch Grand Prix,2024,-33.388000000000005
PER,10,MEDIUM,1,10.0,6,76.708,Dutch Grand Prix,2024,-33.349000000000004
PER,11,MEDIUM,1,11.0,6,76.403,Dutch Grand Prix,2024,-38.44099999999999
PER,12,MEDIUM,1,12.0,6,76.387,Dutch Grand Prix,2024,-8.739000000000004
PER,13,MEDIUM,1,13.0,6,76.599,Dutch Grand Prix,2024,-8.594999999999999
PER,14,MEDIUM,1,14.0,6,76.708,Dutch Grand Prix,2024,-9.216000000000008
PER,15,MEDIUM,1,15.0,6,76.581,Dutch Grand Prix,2024,-8.721999999999994
PER,16,MEDIUM,1,16.0,6,76.572,Dutch Grand Prix,2024,-8.792000000000002
PER,17,MEDIUM,1,17.0,6,76.467,Dutch Grand Prix,2024,-8.409999999999997
PER,18,MEDIUM,1,18.0,6,76.731,Dutch Grand Prix,2024,-8.457000000000008
PER,19,MEDIUM,1,19.0,6,76.623,Dutch Grand Prix,2024,-8.266999999999996
PER,20,MEDIUM,1,20.0,6,76.529,Dutch Grand Prix,2024,-8.298000000000002
PER,21,MEDIUM,1,21.0,6,76.529,Dutch Grand Prix,2024,-8.513000000000005
PER,22,MEDIUM,1,22.0,6,76.684,Dutch Grand Prix,2024,-8.433999999999997
PER,23,MEDIUM,1,23.0,6,77.003,Dutch Grand Prix,2024,-8.183999999999997
PER,24,MEDIUM,1,24.0,6,77.07,Dutch Grand Prix,2024,-9.450000000000005
PER,25,MEDIUM,1,25.0,5,76.432,Dutch Grand Prix,2024,-8.938000000000002
PER,26,MEDIUM,1,26.0,4,76.505,Dutch Grand Prix,2024,-9.175000000000011
PER,27,MEDIUM,1,27.0,4,76.361,Dutch Grand Prix,2024,-9.192999999999998
PER,28,MEDIUM,1,28.0,3,76.57,Dutch Grand Prix,2024,-11.558000000000009
PER,29,MEDIUM,1,29.0,3,80.183,Dutch Grand Prix,2024,-2.163999999999988
PER,30,HARD,2,1.0,9,96.537,Dutch Grand Prix,2024,11.019000000000004
PER,31,HARD,2,2.0,7,75.296,Dutch Grand Prix,2024,-7.316999999999993
PER,32,HARD,2,3.0,6,75.031,Dutch Grand Prix,2024,-7.790999999999997
PER,33,HARD,2,4.0,6,74.673,Dutch Grand Prix,2024,-7.862999999999999
PER,34,HARD,2,5.0,6,74.966,Dutch Grand Prix,2024,-7.972000000000008
PER,35,HARD,2,6.0,6,75.106,Dutch Grand Prix,2024,-9.310000000000002
PER,36,HARD,2,7.0,6,74.846,Dutch Grand Prix,2024,-8.075999999999993
PER,37,HARD,2,8.0,6,75.121,Dutch Grand Prix,2024,-9.379000000000003
PER,38,HARD,2,9.0,6,75.102,Dutch Grand Prix,2024,-7.094999999999999
PER,39,HARD,2,10.0,6,74.949,Dutch Grand Prix,2024,-7.802999999999997
PER,40,HARD,2,11.0,6,74.792,Dutch Grand Prix,2024,-7.784999999999997
PER,41,HARD,2,12.0,6,74.879,Dutch Grand Prix,2024,-8.025999999999996
PER,42,HARD,2,13.0,6,74.828,Dutch Grand Prix,2024,-7.7109999999999985
PER,43,HARD,2,14.0,6,74.93,Dutch Grand Prix,2024,-7.800999999999988
PER,44,HARD,2,15.0,6,75.143,Dutch Grand Prix,2024,-7.780000000000001
PER,45,HARD,2,16.0,6,75.138,Dutch Grand Prix,2024,-7.7890000000000015
PER,46,HARD,2,17.0,6,75.103,Dutch Grand Prix,2024,-8.475999999999999
PER,47,HARD,2,18.0,7,76.486,Dutch Grand Prix,2024,-9.391999999999996
PER,48,HARD,2,19.0,7,75.601,Dutch Grand Prix,2024,3.861000000000004
PER,49,HARD,2,20.0,7,75.492,Dutch Grand Prix,2024,3.78200000000001
PER,50,HARD,2,21.0,7,75.314,Dutch Grand Prix,2024,3.86
PER,51,HARD,2,22.0,7,75.12,Dutch Grand Prix,2024,-1.143000000000001
PER,52,HARD,2,23.0,7,75.046,Dutch Grand Prix,2024,-4.640000000000001
PER,53,HARD,2,24.0,7,75.266,Dutch Grand Prix,2024,-5.878
PER,54,HARD,2,25.0,7,75.169,Dutch Grand Prix,2024,-5.165000000000006
PER,55,HARD,2,26.0,6,75.45,Dutch Grand Prix,2024,-5.069999999999993
PER,56,HARD,2,27.0,6,75.521,Dutch Grand Prix,2024,-4.7690000000000055
PER,57,HARD,2,28.0,6,75.714,Dutch Grand Prix,2024,-4.513999999999996
PER,58,HARD,2,29.0,6,76.198,Dutch Grand Prix,2024,-4.087000000000003
PER,59,HARD,2,30.0,6,75.287,Dutch Grand Prix,2024,-4.805999999999997
PER,60,HARD,2,31.0,6,75.197,Dutch Grand Prix,2024,-5.210999999999999
PER,61,HARD,2,32.0,6,75.063,Dutch Grand Prix,2024,-5.769999999999996
PER,62,HARD,2,33.0,6,75.034,Dutch Grand Prix,2024,-5.73299999999999
PER,63,HARD,2,34.0,6,75.081,Dutch Grand Prix,2024,-5.863
PER,64,HARD,2,35.0,6,74.699,Dutch Grand Prix,2024,-0.382000000000005
PER,65,HARD,2,36.0,6,74.932,Dutch Grand Prix,2024,0.2330000000000041
PER,66,HARD,2,37.0,6,74.61,Dutch Grand Prix,2024,-0.3220000000000027
PER,67,HARD,2,38.0,6,74.849,Dutch Grand Prix,2024,0.2390000000000043
PER,68,HARD,2,39.0,6,75.132,Dutch Grand Prix,2024,0.2830000000000012
PER,69,HARD,2,40.0,6,74.587,Dutch Grand Prix,2024,-0.5450000000000017
PER,70,HARD,2,41.0,6,74.851,Dutch Grand Prix,2024,0.2639999999999958
PER,71,HARD,2,42.0,6,74.924,Dutch Grand Prix,2024,0.0730000000000075
PER,72,HARD,2,43.0,6,74.956,Dutch Grand Prix,2024,0.0319999999999964
PIA,1,MEDIUM,1,1.0,4,82.638,Dutch Grand Prix,2024,-31.61
PIA,2,MEDIUM,1,2.0,4,76.24,Dutch Grand Prix,2024,-33.92400000000001
PIA,3,MEDIUM,1,3.0,4,76.264,Dutch Grand Prix,2024,-33.70700000000001
PIA,4,MEDIUM,1,4.0,4,76.678,Dutch Grand Prix,2024,-33.169
PIA,5,MEDIUM,1,5.0,4,76.76,Dutch Grand Prix,2024,-33.32499999999999
PIA,6,MEDIUM,1,6.0,4,76.528,Dutch Grand Prix,2024,-33.43499999999999
PIA,7,MEDIUM,1,7.0,4,76.954,Dutch Grand Prix,2024,-33.07600000000001
PIA,8,MEDIUM,1,8.0,4,76.659,Dutch Grand Prix,2024,-33.40299999999999
PIA,9,MEDIUM,1,9.0,4,76.817,Dutch Grand Prix,2024,-33.664
PIA,10,MEDIUM,1,10.0,4,76.512,Dutch Grand Prix,2024,-33.533
PIA,11,MEDIUM,1,11.0,4,76.52,Dutch Grand Prix,2024,-37.751000000000005
PIA,12,MEDIUM,1,12.0,4,76.463,Dutch Grand Prix,2024,-7.430000000000007
PIA,13,MEDIUM,1,13.0,4,76.514,Dutch Grand Prix,2024,-7.373000000000005
PIA,14,MEDIUM,1,14.0,4,76.471,Dutch Grand Prix,2024,-8.212000000000003
PIA,15,MEDIUM,1,15.0,4,76.382,Dutch Grand Prix,2024,-7.917000000000002
PIA,16,MEDIUM,1,16.0,4,76.384,Dutch Grand Prix,2024,-7.852999999999994
PIA,17,MEDIUM,1,17.0,4,76.348,Dutch Grand Prix,2024,-7.900000000000006
PIA,18,MEDIUM,1,18.0,4,76.493,Dutch Grand Prix,2024,-10.003
PIA,19,MEDIUM,1,19.0,4,76.515,Dutch Grand Prix,2024,-24.213
PIA,20,MEDIUM,1,20.0,4,76.331,Dutch Grand Prix,2024,-21.017
PIA,21,MEDIUM,1,21.0,4,76.534,Dutch Grand Prix,2024,-15.284999999999997
PIA,22,MEDIUM,1,22.0,4,76.847,Dutch Grand Prix,2024,-14.322000000000005
PIA,23,MEDIUM,1,23.0,4,76.723,Dutch Grand Prix,2024,-14.253
PIA,24,MEDIUM,1,24.0,4,76.798,Dutch Grand Prix,2024,-14.593999999999994
PIA,25,MEDIUM,1,25.0,3,76.408,Dutch Grand Prix,2024,-17.863
PIA,26,MEDIUM,1,26.0,3,76.062,Dutch Grand Prix,2024,-24.56
PIA,27,MEDIUM,1,27.0,3,75.937,Dutch Grand Prix,2024,-33.81
PIA,28,MEDIUM,1,28.0,2,75.932,Dutch Grand Prix,2024,-37.044
PIA,29,MEDIUM,1,29.0,1,76.067,Dutch Grand Prix,2024,-21.87700000000001
PIA,30,MEDIUM,1,30.0,1,76.089,Dutch Grand Prix,2024,-22.201000000000008
PIA,31,MEDIUM,1,31.0,1,76.582,Dutch Grand Prix,2024,-21.567000000000007
PIA,32,MEDIUM,1,32.0,1,76.214,Dutch Grand Prix,2024,-21.980000000000004
PIA,33,MEDIUM,1,33.0,2,79.492,Dutch Grand Prix,2024,-18.795999999999992
PIA,34,HARD,2,1.0,5,94.573,Dutch Grand Prix,2024,9.843999999999994
PIA,35,HARD,2,2.0,5,74.937,Dutch Grand Prix,2024,-9.620000000000005
PIA,36,HARD,2,3.0,5,74.237,Dutch Grand Prix,2024,-9.956000000000005
PIA,37,HARD,2,4.0,5,74.308,Dutch Grand Prix,2024,-10.075999999999992
PIA,38,HARD,2,5.0,5,74.491,Dutch Grand Prix,2024,-9.680000000000009
PIA,39,HARD,2,6.0,5,74.43,Dutch Grand Prix,2024,-9.809999999999988
PIA,40,HARD,2,7.0,4,74.613,Dutch Grand Prix,2024,-9.147000000000006
PIA,41,HARD,2,8.0,4,74.536,Dutch Grand Prix,2024,-9.414
PIA,42,HARD,2,9.0,4,74.44,Dutch Grand Prix,2024,-9.631
PIA,43,HARD,2,10.0,4,74.677,Dutch Grand Prix,2024,-9.522999999999996
PIA,44,HARD,2,11.0,4,74.564,Dutch Grand Prix,2024,-9.469000000000008
PIA,45,HARD,2,12.0,4,74.574,Dutch Grand Prix,2024,-9.53
PIA,46,HARD,2,13.0,4,74.597,Dutch Grand Prix,2024,-9.614000000000004
PIA,47,HARD,2,14.0,4,75.257,Dutch Grand Prix,2024,-10.99499999999999
PIA,48,HARD,2,15.0,4,75.154,Dutch Grand Prix,2024,4.575999999999993
PIA,49,HARD,2,16.0,4,75.414,Dutch Grand Prix,2024,4.753
PIA,50,HARD,2,17.0,4,75.325,Dutch Grand Prix,2024,4.808000000000007
PIA,51,HARD,2,18.0,4,75.165,Dutch Grand Prix,2024,1.2590000000000003
PIA,52,HARD,2,19.0,4,75.116,Dutch Grand Prix,2024,-3.097999999999999
PIA,53,HARD,2,20.0,4,75.34,Dutch Grand Prix,2024,-2.2689999999999912
PIA,54,HARD,2,21.0,4,75.002,Dutch Grand Prix,2024,-2.3599999999999994
PIA,55,HARD,2,22.0,4,75.305,Dutch Grand Prix,2024,-2.1399999999999864
PIA,56,HARD,2,23.0,4,75.079,Dutch Grand Prix,2024,-2.377000000000009
PIA,57,HARD,2,24.0,4,75.088,Dutch Grand Prix,2024,-2.212000000000004
PIA,58,HARD,2,25.0,4,75.072,Dutch Grand Prix,2024,-2.271999999999992
PIA,59,HARD,2,26.0,4,75.052,Dutch Grand Prix,2024,-1.9899999999999949
PIA,60,HARD,2,27.0,4,74.991,Dutch Grand Prix,2024,-1.6260000000000048
PIA,61,HARD,2,28.0,4,75.012,Dutch Grand Prix,2024,-1.7590000000000003
PIA,62,HARD,2,29.0,4,74.832,Dutch Grand Prix,2024,-2.263000000000005
PIA,63,HARD,2,30.0,4,74.965,Dutch Grand Prix,2024,-1.956000000000003
PIA,64,HARD,2,31.0,4,74.932,Dutch Grand Prix,2024,-1.977000000000004
PIA,65,HARD,2,32.0,4,75.052,Dutch Grand Prix,2024,-1.3389999999999986
PIA,66,HARD,2,33.0,4,74.639,Dutch Grand Prix,2024,-2.0010000000000048
PIA,67,HARD,2,34.0,4,74.975,Dutch Grand Prix,2024,-1.621000000000009
PIA,68,HARD,2,35.0,4,74.777,Dutch Grand Prix,2024,-1.823999999999998
PIA,69,HARD,2,36.0,4,75.083,Dutch Grand Prix,2024,-2.2879999999999967
PIA,70,HARD,2,37.0,4,75.014,Dutch Grand Prix,2024,-2.256
PIA,71,HARD,2,38.0,4,74.99,Dutch Grand Prix,2024,-2.1940000000000026
PIA,72,HARD,2,39.0,4,75.092,Dutch Grand Prix,2024,-1.5600000000000025
RIC,1,MEDIUM,1,1.0,15,87.95,Dutch Grand Prix,2024,-31.306
RIC,2,MEDIUM,1,2.0,15,79.111,Dutch Grand Prix,2024,-32.42999999999999
RIC,3,MEDIUM,1,3.0,15,77.667,Dutch Grand Prix,2024,-33.548
RIC,4,MEDIUM,1,4.0,15,77.402,Dutch Grand Prix,2024,-33.313
RIC,5,MEDIUM,1,5.0,15,77.115,Dutch Grand Prix,2024,-33.199
RIC,6,MEDIUM,1,6.0,15,77.076,Dutch Grand Prix,2024,-33.884
RIC,7,MEDIUM,1,7.0,15,77.447,Dutch Grand Prix,2024,-33.843
RIC,8,MEDIUM,1,8.0,15,77.37,Dutch Grand Prix,2024,-38.225
RIC,9,MEDIUM,1,9.0,15,77.494,Dutch Grand Prix,2024,-15.268
RIC,10,MEDIUM,1,10.0,15,77.645,Dutch Grand Prix,2024,-15.076000000000008
RIC,11,MEDIUM,1,11.0,15,77.608,Dutch Grand Prix,2024,-15.195999999999998
RIC,12,MEDIUM,1,12.0,15,77.614,Dutch Grand Prix,2024,-15.182999999999993
RIC,13,MEDIUM,1,13.0,15,78.112,Dutch Grand Prix,2024,-14.768
RIC,14,MEDIUM,1,14.0,15,77.699,Dutch Grand Prix,2024,-15.234000000000009
RIC,15,MEDIUM,1,15.0,12,77.444,Dutch Grand Prix,2024,-15.727000000000004
RIC,16,MEDIUM,1,16.0,12,77.17,Dutch Grand Prix,2024,-17.266999999999996
RIC,17,MEDIUM,1,17.0,12,77.489,Dutch Grand Prix,2024,-18.396
RIC,18,MEDIUM,1,18.0,12,77.301,Dutch Grand Prix,2024,-19.526
RIC,19,MEDIUM,1,19.0,12,77.117,Dutch Grand Prix,2024,-27.805
