Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta
ALB,1,MEDIUM,1,2.0,17,100.625,Abu Dhabi Grand Prix,2023,0.0
ALB,2,MEDIUM,1,3.0,18,93.56,Abu Dhabi Grand Prix,2023,-7.064999999999998
ALB,3,MEDIUM,1,4.0,18,91.768,Abu Dhabi Grand Prix,2023,-1.7920000000000016
ALB,4,MEDIUM,1,5.0,18,91.591,Abu Dhabi Grand Prix,2023,-0.1770000000000067
ALB,5,MEDIUM,1,6.0,18,91.422,Abu Dhabi Grand Prix,2023,-0.1689999999999969
ALB,6,MEDIUM,1,7.0,18,91.491,Abu Dhabi Grand Prix,2023,0.0690000000000026
ALB,7,MEDIUM,1,8.0,18,91.438,Abu Dhabi Grand Prix,2023,-0.0529999999999972
ALB,8,MEDIUM,1,9.0,17,91.58,Abu Dhabi Grand Prix,2023,0.1419999999999959
ALB,9,MEDIUM,1,10.0,17,91.644,Abu Dhabi Grand Prix,2023,0.0640000000000071
ALB,10,MEDIUM,1,11.0,17,91.978,Abu Dhabi Grand Prix,2023,0.333999999999989
ALB,11,MEDIUM,1,12.0,17,91.962,Abu Dhabi Grand Prix,2023,-0.0159999999999911
ALB,12,MEDIUM,1,13.0,17,91.958,Abu Dhabi Grand Prix,2023,-0.0040000000000048
ALB,13,MEDIUM,1,14.0,15,91.7,Abu Dhabi Grand Prix,2023,-0.2579999999999955
ALB,14,MEDIUM,1,15.0,13,91.655,Abu Dhabi Grand Prix,2023,-0.0450000000000017
ALB,15,MEDIUM,1,16.0,11,91.729,Abu Dhabi Grand Prix,2023,0.073999999999998
ALB,16,MEDIUM,1,17.0,12,94.282,Abu Dhabi Grand Prix,2023,2.5529999999999973
ALB,17,HARD,2,1.0,19,111.901,Abu Dhabi Grand Prix,2023,0.0
ALB,18,HARD,2,2.0,19,90.463,Abu Dhabi Grand Prix,2023,-21.438
ALB,19,HARD,2,3.0,19,90.573,Abu Dhabi Grand Prix,2023,0.1099999999999994
ALB,20,HARD,2,4.0,19,90.392,Abu Dhabi Grand Prix,2023,-0.1809999999999973
ALB,21,HARD,2,5.0,19,90.54,Abu Dhabi Grand Prix,2023,0.1480000000000103
ALB,22,HARD,2,6.0,18,90.706,Abu Dhabi Grand Prix,2023,0.1659999999999968
ALB,23,HARD,2,7.0,18,90.272,Abu Dhabi Grand Prix,2023,-0.4339999999999975
ALB,24,HARD,2,8.0,18,90.511,Abu Dhabi Grand Prix,2023,0.2389999999999901
ALB,25,HARD,2,9.0,18,90.655,Abu Dhabi Grand Prix,2023,0.1440000000000054
ALB,26,HARD,2,10.0,17,90.092,Abu Dhabi Grand Prix,2023,-0.5630000000000024
ALB,27,HARD,2,11.0,17,90.728,Abu Dhabi Grand Prix,2023,0.6359999999999957
ALB,28,HARD,2,12.0,17,90.631,Abu Dhabi Grand Prix,2023,-0.0969999999999942
ALB,29,HARD,2,13.0,17,90.588,Abu Dhabi Grand Prix,2023,-0.0430000000000063
ALB,30,HARD,2,14.0,16,90.591,Abu Dhabi Grand Prix,2023,0.0030000000000001
ALB,31,HARD,2,15.0,16,90.555,Abu Dhabi Grand Prix,2023,-0.0359999999999871
ALB,32,HARD,2,16.0,15,90.35,Abu Dhabi Grand Prix,2023,-0.2050000000000125
ALB,33,HARD,2,17.0,13,90.447,Abu Dhabi Grand Prix,2023,0.0970000000000084
ALB,34,HARD,2,18.0,13,90.026,Abu Dhabi Grand Prix,2023,-0.4210000000000065
ALB,35,HARD,2,19.0,13,89.987,Abu Dhabi Grand Prix,2023,-0.0390000000000014
ALB,36,HARD,2,20.0,13,90.341,Abu Dhabi Grand Prix,2023,0.3539999999999992
ALB,37,HARD,2,21.0,13,90.413,Abu Dhabi Grand Prix,2023,0.0720000000000027
ALB,38,HARD,2,22.0,13,90.238,Abu Dhabi Grand Prix,2023,-0.1749999999999971
ALB,39,HARD,2,23.0,13,90.497,Abu Dhabi Grand Prix,2023,0.2590000000000003
ALB,40,HARD,2,24.0,13,90.331,Abu Dhabi Grand Prix,2023,-0.1659999999999968
ALB,41,HARD,2,25.0,13,90.31,Abu Dhabi Grand Prix,2023,-0.0210000000000007
ALB,42,HARD,2,26.0,13,90.355,Abu Dhabi Grand Prix,2023,0.0450000000000017
ALB,43,HARD,2,27.0,13,92.175,Abu Dhabi Grand Prix,2023,1.8199999999999927
ALB,44,HARD,3,1.0,17,109.385,Abu Dhabi Grand Prix,2023,0.0
ALB,45,HARD,3,2.0,16,87.845,Abu Dhabi Grand Prix,2023,-21.540000000000006
ALB,46,HARD,3,3.0,16,88.694,Abu Dhabi Grand Prix,2023,0.8490000000000038
ALB,47,HARD,3,4.0,16,88.74,Abu Dhabi Grand Prix,2023,0.0459999999999922
ALB,48,HARD,3,5.0,16,88.92,Abu Dhabi Grand Prix,2023,0.1800000000000068
ALB,49,HARD,3,6.0,15,88.761,Abu Dhabi Grand Prix,2023,-0.159000000000006
ALB,50,HARD,3,7.0,15,89.011,Abu Dhabi Grand Prix,2023,0.25
ALB,51,HARD,3,8.0,15,88.675,Abu Dhabi Grand Prix,2023,-0.3359999999999985
ALB,52,HARD,3,9.0,15,88.402,Abu Dhabi Grand Prix,2023,-0.2729999999999961
ALB,53,HARD,3,10.0,15,88.608,Abu Dhabi Grand Prix,2023,0.206000000000003
ALB,54,HARD,3,11.0,15,88.812,Abu Dhabi Grand Prix,2023,0.2039999999999935
ALB,55,HARD,3,12.0,15,88.742,Abu Dhabi Grand Prix,2023,-0.0699999999999931
ALB,56,HARD,3,13.0,15,88.743,Abu Dhabi Grand Prix,2023,0.0009999999999905
ALB,57,HARD,3,14.0,14,88.749,Abu Dhabi Grand Prix,2023,0.0060000000000002
ALB,58,HARD,3,15.0,14,88.67,Abu Dhabi Grand Prix,2023,-0.0789999999999935
ALO,1,MEDIUM,1,1.0,7,96.044,Abu Dhabi Grand Prix,2023,0.0
ALO,2,MEDIUM,1,2.0,7,91.755,Abu Dhabi Grand Prix,2023,-4.2890000000000015
ALO,3,MEDIUM,1,3.0,7,90.823,Abu Dhabi Grand Prix,2023,-0.9320000000000022
ALO,4,MEDIUM,1,4.0,7,90.66,Abu Dhabi Grand Prix,2023,-0.1629999999999967
ALO,5,MEDIUM,1,5.0,7,90.773,Abu Dhabi Grand Prix,2023,0.1129999999999995
ALO,6,MEDIUM,1,6.0,7,90.803,Abu Dhabi Grand Prix,2023,0.0300000000000011
ALO,7,MEDIUM,1,7.0,7,90.782,Abu Dhabi Grand Prix,2023,-0.0210000000000007
ALO,8,MEDIUM,1,8.0,7,91.109,Abu Dhabi Grand Prix,2023,0.3269999999999982
ALO,9,MEDIUM,1,9.0,7,90.915,Abu Dhabi Grand Prix,2023,-0.1939999999999884
ALO,10,MEDIUM,1,10.0,7,91.18,Abu Dhabi Grand Prix,2023,0.2650000000000005
ALO,11,MEDIUM,1,11.0,7,91.381,Abu Dhabi Grand Prix,2023,0.2009999999999934
ALO,12,MEDIUM,1,12.0,8,93.378,Abu Dhabi Grand Prix,2023,1.997
ALO,13,HARD,2,2.0,18,110.005,Abu Dhabi Grand Prix,2023,0.0
ALO,14,HARD,2,3.0,16,90.466,Abu Dhabi Grand Prix,2023,-19.539
ALO,15,HARD,2,4.0,15,90.389,Abu Dhabi Grand Prix,2023,-0.0769999999999981
ALO,16,HARD,2,5.0,13,90.314,Abu Dhabi Grand Prix,2023,-0.0750000000000028
ALO,17,HARD,2,6.0,12,90.308,Abu Dhabi Grand Prix,2023,-0.005999999999986
ALO,18,HARD,2,7.0,10,90.38,Abu Dhabi Grand Prix,2023,0.0719999999999885
ALO,19,HARD,2,8.0,10,90.205,Abu Dhabi Grand Prix,2023,-0.1749999999999971
ALO,20,HARD,2,9.0,9,90.38,Abu Dhabi Grand Prix,2023,0.1749999999999971
ALO,21,HARD,2,10.0,9,89.887,Abu Dhabi Grand Prix,2023,-0.492999999999995
ALO,22,HARD,2,11.0,9,90.463,Abu Dhabi Grand Prix,2023,0.5759999999999934
ALO,23,HARD,2,12.0,7,90.102,Abu Dhabi Grand Prix,2023,-0.36099999999999
ALO,24,HARD,2,13.0,6,90.093,Abu Dhabi Grand Prix,2023,-0.0090000000000003
ALO,25,HARD,2,14.0,7,90.951,Abu Dhabi Grand Prix,2023,0.8579999999999899
ALO,26,HARD,2,15.0,7,89.936,Abu Dhabi Grand Prix,2023,-1.0149999999999864
ALO,27,HARD,2,16.0,7,90.229,Abu Dhabi Grand Prix,2023,0.2929999999999921
ALO,28,HARD,2,17.0,7,90.559,Abu Dhabi Grand Prix,2023,0.3299999999999983
ALO,29,HARD,2,18.0,7,90.009,Abu Dhabi Grand Prix,2023,-0.5499999999999972
ALO,30,HARD,2,19.0,7,90.415,Abu Dhabi Grand Prix,2023,0.4060000000000059
ALO,31,HARD,2,20.0,7,90.128,Abu Dhabi Grand Prix,2023,-0.2870000000000061
ALO,32,HARD,2,21.0,7,89.807,Abu Dhabi Grand Prix,2023,-0.3209999999999979
ALO,33,HARD,2,22.0,7,90.426,Abu Dhabi Grand Prix,2023,0.6189999999999998
ALO,34,HARD,2,23.0,6,89.884,Abu Dhabi Grand Prix,2023,-0.5420000000000016
ALO,35,HARD,2,24.0,5,89.869,Abu Dhabi Grand Prix,2023,-0.0150000000000005
ALO,36,HARD,2,25.0,4,92.048,Abu Dhabi Grand Prix,2023,2.179000000000002
ALO,37,HARD,3,2.0,12,110.279,Abu Dhabi Grand Prix,2023,0.0
ALO,38,HARD,3,3.0,11,88.909,Abu Dhabi Grand Prix,2023,-21.36999999999999
ALO,39,HARD,3,4.0,11,88.8,Abu Dhabi Grand Prix,2023,-0.1090000000000088
ALO,40,HARD,3,5.0,11,88.617,Abu Dhabi Grand Prix,2023,-0.1829999999999927
ALO,41,HARD,3,6.0,11,88.81,Abu Dhabi Grand Prix,2023,0.1929999999999978
ALO,42,HARD,3,7.0,10,88.256,Abu Dhabi Grand Prix,2023,-0.554000000000002
ALO,43,HARD,3,8.0,9,88.769,Abu Dhabi Grand Prix,2023,0.5130000000000052
ALO,44,HARD,3,9.0,9,88.986,Abu Dhabi Grand Prix,2023,0.2169999999999987
ALO,45,HARD,3,10.0,9,90.177,Abu Dhabi Grand Prix,2023,1.1910000000000025
ALO,46,HARD,3,11.0,8,88.554,Abu Dhabi Grand Prix,2023,-1.6230000000000049
ALO,47,HARD,3,12.0,8,88.625,Abu Dhabi Grand Prix,2023,0.0709999999999979
ALO,48,HARD,3,13.0,8,88.592,Abu Dhabi Grand Prix,2023,-0.0330000000000012
ALO,49,HARD,3,14.0,8,88.5,Abu Dhabi Grand Prix,2023,-0.0919999999999987
ALO,50,HARD,3,15.0,8,88.619,Abu Dhabi Grand Prix,2023,0.1189999999999997
ALO,51,HARD,3,16.0,8,88.491,Abu Dhabi Grand Prix,2023,-0.1280000000000001
ALO,52,HARD,3,17.0,8,88.604,Abu Dhabi Grand Prix,2023,0.1129999999999995
ALO,53,HARD,3,18.0,8,88.714,Abu Dhabi Grand Prix,2023,0.1099999999999994
ALO,54,HARD,3,19.0,8,89.174,Abu Dhabi Grand Prix,2023,0.4600000000000079
ALO,55,HARD,3,20.0,8,88.952,Abu Dhabi Grand Prix,2023,-0.2220000000000084
ALO,56,HARD,3,21.0,7,89.108,Abu Dhabi Grand Prix,2023,0.1560000000000059
ALO,57,HARD,3,22.0,7,89.038,Abu Dhabi Grand Prix,2023,-0.0700000000000073
ALO,58,HARD,3,23.0,7,88.706,Abu Dhabi Grand Prix,2023,-0.3319999999999936
BOT,1,HARD,1,1.0,16,100.3,Abu Dhabi Grand Prix,2023,0.0
BOT,2,HARD,1,2.0,16,92.77,Abu Dhabi Grand Prix,2023,-7.530000000000001
BOT,3,HARD,1,3.0,16,91.698,Abu Dhabi Grand Prix,2023,-1.0720000000000027
BOT,4,HARD,1,4.0,16,91.281,Abu Dhabi Grand Prix,2023,-0.4169999999999874
BOT,5,HARD,1,5.0,16,91.445,Abu Dhabi Grand Prix,2023,0.1639999999999872
BOT,6,HARD,1,6.0,16,91.122,Abu Dhabi Grand Prix,2023,-0.3229999999999933
BOT,7,HARD,1,7.0,15,91.189,Abu Dhabi Grand Prix,2023,0.066999999999993
BOT,8,HARD,1,8.0,15,91.206,Abu Dhabi Grand Prix,2023,0.0170000000000101
BOT,9,HARD,1,9.0,15,91.716,Abu Dhabi Grand Prix,2023,0.5099999999999909
BOT,10,HARD,1,10.0,15,91.713,Abu Dhabi Grand Prix,2023,-0.0030000000000001
BOT,11,HARD,1,11.0,15,91.616,Abu Dhabi Grand Prix,2023,-0.0969999999999942
BOT,12,HARD,1,12.0,15,91.78,Abu Dhabi Grand Prix,2023,0.1640000000000014
BOT,13,HARD,1,13.0,13,91.887,Abu Dhabi Grand Prix,2023,0.1069999999999993
BOT,14,HARD,1,14.0,12,91.709,Abu Dhabi Grand Prix,2023,-0.1779999999999972
BOT,15,HARD,1,15.0,10,91.436,Abu Dhabi Grand Prix,2023,-0.2729999999999961
BOT,16,HARD,1,16.0,8,91.475,Abu Dhabi Grand Prix,2023,0.0389999999999872
BOT,17,HARD,1,17.0,8,91.561,Abu Dhabi Grand Prix,2023,0.0860000000000127
BOT,18,HARD,1,18.0,7,92.236,Abu Dhabi Grand Prix,2023,0.6749999999999972
BOT,19,HARD,1,19.0,8,92.309,Abu Dhabi Grand Prix,2023,0.0729999999999932
BOT,20,HARD,1,20.0,10,92.795,Abu Dhabi Grand Prix,2023,0.4860000000000042
BOT,21,HARD,1,21.0,11,92.462,Abu Dhabi Grand Prix,2023,-0.3329999999999984
BOT,22,HARD,1,22.0,12,92.922,Abu Dhabi Grand Prix,2023,0.4599999999999937
BOT,23,HARD,1,23.0,12,92.934,Abu Dhabi Grand Prix,2023,0.0120000000000004
BOT,24,HARD,1,24.0,12,92.36,Abu Dhabi Grand Prix,2023,-0.5739999999999981
BOT,25,HARD,1,25.0,13,92.139,Abu Dhabi Grand Prix,2023,-0.2210000000000036
BOT,26,HARD,1,26.0,14,92.821,Abu Dhabi Grand Prix,2023,0.6820000000000022
BOT,27,HARD,1,27.0,14,91.817,Abu Dhabi Grand Prix,2023,-1.0040000000000049
BOT,28,HARD,1,28.0,15,92.424,Abu Dhabi Grand Prix,2023,0.6070000000000135
BOT,29,HARD,1,29.0,16,94.094,Abu Dhabi Grand Prix,2023,1.6699999999999875
BOT,30,MEDIUM,2,1.0,19,113.086,Abu Dhabi Grand Prix,2023,0.0
BOT,31,MEDIUM,2,2.0,19,91.308,Abu Dhabi Grand Prix,2023,-21.77799999999999
BOT,32,MEDIUM,2,3.0,19,90.245,Abu Dhabi Grand Prix,2023,-1.0630000000000024
BOT,33,MEDIUM,2,4.0,19,90.623,Abu Dhabi Grand Prix,2023,0.3780000000000001
BOT,34,MEDIUM,2,5.0,19,90.473,Abu Dhabi Grand Prix,2023,-0.1500000000000056
BOT,35,MEDIUM,2,6.0,19,90.401,Abu Dhabi Grand Prix,2023,-0.0720000000000027
BOT,36,MEDIUM,2,7.0,19,90.207,Abu Dhabi Grand Prix,2023,-0.1940000000000026
BOT,37,MEDIUM,2,8.0,19,90.246,Abu Dhabi Grand Prix,2023,0.0390000000000014
BOT,38,MEDIUM,2,9.0,18,90.016,Abu Dhabi Grand Prix,2023,-0.2299999999999897
BOT,39,MEDIUM,2,10.0,18,90.001,Abu Dhabi Grand Prix,2023,-0.0150000000000005
BOT,40,MEDIUM,2,11.0,18,90.345,Abu Dhabi Grand Prix,2023,0.3439999999999941
BOT,41,MEDIUM,2,12.0,18,90.161,Abu Dhabi Grand Prix,2023,-0.1839999999999975
BOT,42,MEDIUM,2,13.0,17,89.863,Abu Dhabi Grand Prix,2023,-0.2980000000000018
BOT,43,MEDIUM,2,14.0,18,91.418,Abu Dhabi Grand Prix,2023,1.5550000000000068
BOT,44,MEDIUM,2,15.0,18,89.999,Abu Dhabi Grand Prix,2023,-1.4190000000000111
BOT,45,MEDIUM,2,16.0,18,90.495,Abu Dhabi Grand Prix,2023,0.4960000000000093
BOT,46,MEDIUM,2,17.0,18,89.998,Abu Dhabi Grand Prix,2023,-0.4969999999999999
BOT,47,MEDIUM,2,18.0,18,90.448,Abu Dhabi Grand Prix,2023,0.4499999999999886
BOT,48,MEDIUM,2,19.0,18,90.492,Abu Dhabi Grand Prix,2023,0.0440000000000111
BOT,49,MEDIUM,2,20.0,18,90.688,Abu Dhabi Grand Prix,2023,0.1959999999999979
BOT,50,MEDIUM,2,21.0,19,91.586,Abu Dhabi Grand Prix,2023,0.8979999999999961
BOT,51,MEDIUM,2,22.0,19,91.017,Abu Dhabi Grand Prix,2023,-0.5690000000000026
BOT,52,MEDIUM,2,23.0,19,90.924,Abu Dhabi Grand Prix,2023,-0.0929999999999893
BOT,53,MEDIUM,2,24.0,19,91.713,Abu Dhabi Grand Prix,2023,0.7889999999999873
BOT,54,MEDIUM,2,25.0,19,90.855,Abu Dhabi Grand Prix,2023,-0.8579999999999899
BOT,55,MEDIUM,2,26.0,19,90.53,Abu Dhabi Grand Prix,2023,-0.3250000000000028
BOT,56,MEDIUM,2,27.0,19,90.13,Abu Dhabi Grand Prix,2023,-0.4000000000000057
BOT,57,MEDIUM,2,28.0,19,90.55,Abu Dhabi Grand Prix,2023,0.4200000000000017
GAS,1,MEDIUM,1,1.0,8,96.636,Abu Dhabi Grand Prix,2023,0.0
GAS,2,MEDIUM,1,2.0,8,91.774,Abu Dhabi Grand Prix,2023,-4.861999999999995
GAS,3,MEDIUM,1,3.0,8,90.824,Abu Dhabi Grand Prix,2023,-0.9500000000000028
GAS,4,MEDIUM,1,4.0,8,90.758,Abu Dhabi Grand Prix,2023,-0.0660000000000025
GAS,5,MEDIUM,1,5.0,8,90.764,Abu Dhabi Grand Prix,2023,0.0060000000000002
GAS,6,MEDIUM,1,6.0,8,90.886,Abu Dhabi Grand Prix,2023,0.1219999999999998
GAS,7,MEDIUM,1,7.0,8,90.787,Abu Dhabi Grand Prix,2023,-0.0989999999999895
GAS,8,MEDIUM,1,8.0,8,90.944,Abu Dhabi Grand Prix,2023,0.1569999999999964
GAS,9,MEDIUM,1,9.0,8,91.305,Abu Dhabi Grand Prix,2023,0.3610000000000042
GAS,10,MEDIUM,1,10.0,8,91.136,Abu Dhabi Grand Prix,2023,-0.1690000000000111
GAS,11,MEDIUM,1,11.0,8,91.467,Abu Dhabi Grand Prix,2023,0.331000000000003
GAS,12,MEDIUM,1,12.0,9,92.492,Abu Dhabi Grand Prix,2023,1.0250000000000057
GAS,13,MEDIUM,1,13.0,8,91.532,Abu Dhabi Grand Prix,2023,-0.960000000000008
GAS,14,MEDIUM,1,14.0,7,91.457,Abu Dhabi Grand Prix,2023,-0.0750000000000028
GAS,15,MEDIUM,1,15.0,5,91.986,Abu Dhabi Grand Prix,2023,0.5290000000000106
GAS,16,MEDIUM,1,16.0,5,92.273,Abu Dhabi Grand Prix,2023,0.2869999999999919
GAS,17,MEDIUM,1,17.0,6,94.709,Abu Dhabi Grand Prix,2023,2.436000000000007
GAS,18,HARD,2,1.0,15,111.405,Abu Dhabi Grand Prix,2023,0.0
GAS,19,HARD,2,2.0,15,90.0,Abu Dhabi Grand Prix,2023,-21.405
GAS,20,HARD,2,3.0,15,90.242,Abu Dhabi Grand Prix,2023,0.2420000000000044
GAS,21,HARD,2,4.0,15,90.422,Abu Dhabi Grand Prix,2023,0.1799999999999926
GAS,22,HARD,2,5.0,15,90.179,Abu Dhabi Grand Prix,2023,-0.242999999999995
GAS,23,HARD,2,6.0,15,91.158,Abu Dhabi Grand Prix,2023,0.9789999999999992
GAS,24,HARD,2,7.0,14,90.802,Abu Dhabi Grand Prix,2023,-0.3559999999999945
GAS,25,HARD,2,8.0,14,90.852,Abu Dhabi Grand Prix,2023,0.0499999999999971
GAS,26,HARD,2,9.0,13,90.629,Abu Dhabi Grand Prix,2023,-0.2229999999999989
GAS,27,HARD,2,10.0,13,90.404,Abu Dhabi Grand Prix,2023,-0.2250000000000085
GAS,28,HARD,2,11.0,13,90.496,Abu Dhabi Grand Prix,2023,0.0919999999999987
GAS,29,HARD,2,12.0,13,90.329,Abu Dhabi Grand Prix,2023,-0.1670000000000016
GAS,30,HARD,2,13.0,13,90.392,Abu Dhabi Grand Prix,2023,0.0630000000000023
GAS,31,HARD,2,14.0,13,90.239,Abu Dhabi Grand Prix,2023,-0.1529999999999916
GAS,32,HARD,2,15.0,13,92.563,Abu Dhabi Grand Prix,2023,2.323999999999998
GAS,33,HARD,3,1.0,18,111.301,Abu Dhabi Grand Prix,2023,0.0
GAS,34,HARD,3,2.0,17,89.151,Abu Dhabi Grand Prix,2023,-22.15000000000001
GAS,35,HARD,3,3.0,17,89.016,Abu Dhabi Grand Prix,2023,-0.1349999999999909
GAS,36,HARD,3,4.0,17,89.351,Abu Dhabi Grand Prix,2023,0.3349999999999937
GAS,37,HARD,3,5.0,17,90.01,Abu Dhabi Grand Prix,2023,0.659000000000006
GAS,38,HARD,3,6.0,16,90.098,Abu Dhabi Grand Prix,2023,0.0879999999999938
GAS,39,HARD,3,7.0,16,90.797,Abu Dhabi Grand Prix,2023,0.6989999999999981
GAS,40,HARD,3,8.0,15,89.859,Abu Dhabi Grand Prix,2023,-0.9380000000000024
GAS,41,HARD,3,9.0,15,89.621,Abu Dhabi Grand Prix,2023,-0.2379999999999995
GAS,42,HARD,3,10.0,15,89.231,Abu Dhabi Grand Prix,2023,-0.3900000000000005
GAS,43,HARD,3,11.0,15,89.717,Abu Dhabi Grand Prix,2023,0.4860000000000042
GAS,44,HARD,3,12.0,14,89.77,Abu Dhabi Grand Prix,2023,0.0529999999999972
GAS,45,HARD,3,13.0,14,89.503,Abu Dhabi Grand Prix,2023,-0.2669999999999959
GAS,46,HARD,3,14.0,14,89.428,Abu Dhabi Grand Prix,2023,-0.0750000000000028
GAS,47,HARD,3,15.0,14,89.726,Abu Dhabi Grand Prix,2023,0.2980000000000018
GAS,48,HARD,3,16.0,14,89.505,Abu Dhabi Grand Prix,2023,-0.2210000000000036
GAS,49,HARD,3,17.0,14,89.518,Abu Dhabi Grand Prix,2023,0.0130000000000052
GAS,50,HARD,3,18.0,14,89.549,Abu Dhabi Grand Prix,2023,0.0310000000000059
GAS,51,HARD,3,19.0,14,89.445,Abu Dhabi Grand Prix,2023,-0.1040000000000134
GAS,52,HARD,3,20.0,14,89.587,Abu Dhabi Grand Prix,2023,0.1420000000000101
GAS,53,HARD,3,21.0,14,89.532,Abu Dhabi Grand Prix,2023,-0.0550000000000068
GAS,54,HARD,3,22.0,14,89.435,Abu Dhabi Grand Prix,2023,-0.0969999999999942
GAS,55,HARD,3,23.0,14,89.307,Abu Dhabi Grand Prix,2023,-0.1280000000000001
GAS,56,HARD,3,24.0,14,89.496,Abu Dhabi Grand Prix,2023,0.1889999999999929
GAS,57,HARD,3,25.0,13,89.642,Abu Dhabi Grand Prix,2023,0.1460000000000008
GAS,58,HARD,3,26.0,13,89.547,Abu Dhabi Grand Prix,2023,-0.0949999999999988
HAM,1,MEDIUM,1,1.0,9,97.227,Abu Dhabi Grand Prix,2023,0.0
HAM,2,MEDIUM,1,2.0,9,91.727,Abu Dhabi Grand Prix,2023,-5.5
HAM,3,MEDIUM,1,3.0,10,91.526,Abu Dhabi Grand Prix,2023,-0.2010000000000076
HAM,4,MEDIUM,1,4.0,10,90.844,Abu Dhabi Grand Prix,2023,-0.6820000000000022
HAM,5,MEDIUM,1,5.0,10,90.844,Abu Dhabi Grand Prix,2023,0.0
HAM,6,MEDIUM,1,6.0,10,90.634,Abu Dhabi Grand Prix,2023,-0.2099999999999937
HAM,7,MEDIUM,1,7.0,10,90.899,Abu Dhabi Grand Prix,2023,0.2650000000000005
HAM,8,MEDIUM,1,8.0,10,91.061,Abu Dhabi Grand Prix,2023,0.1620000000000061
HAM,9,MEDIUM,1,9.0,10,91.132,Abu Dhabi Grand Prix,2023,0.0709999999999979
HAM,10,MEDIUM,1,10.0,10,91.271,Abu Dhabi Grand Prix,2023,0.1389999999999958
HAM,11,MEDIUM,1,11.0,10,91.378,Abu Dhabi Grand Prix,2023,0.1069999999999993
HAM,12,MEDIUM,1,12.0,10,91.716,Abu Dhabi Grand Prix,2023,0.3379999999999938
HAM,13,MEDIUM,1,13.0,9,91.689,Abu Dhabi Grand Prix,2023,-0.027000000000001
HAM,14,MEDIUM,1,14.0,8,91.432,Abu Dhabi Grand Prix,2023,-0.2569999999999908
HAM,15,MEDIUM,1,15.0,7,93.651,Abu Dhabi Grand Prix,2023,2.218999999999994
HAM,16,HARD,2,1.0,15,110.835,Abu Dhabi Grand Prix,2023,0.0
HAM,17,HARD,2,2.0,14,90.095,Abu Dhabi Grand Prix,2023,-20.739999999999995
HAM,18,HARD,2,3.0,13,90.057,Abu Dhabi Grand Prix,2023,-0.0379999999999967
HAM,19,HARD,2,4.0,13,89.979,Abu Dhabi Grand Prix,2023,-0.0780000000000029
HAM,20,HARD,2,5.0,13,89.657,Abu Dhabi Grand Prix,2023,-0.3220000000000027
HAM,21,HARD,2,6.0,13,89.85,Abu Dhabi Grand Prix,2023,0.1929999999999978
HAM,22,HARD,2,7.0,13,91.502,Abu Dhabi Grand Prix,2023,1.652000000000001
HAM,23,HARD,2,8.0,10,90.265,Abu Dhabi Grand Prix,2023,-1.2369999999999948
HAM,24,HARD,2,9.0,9,89.861,Abu Dhabi Grand Prix,2023,-0.4039999999999963
HAM,25,HARD,2,10.0,8,89.37,Abu Dhabi Grand Prix,2023,-0.4909999999999996
HAM,26,HARD,2,11.0,8,89.899,Abu Dhabi Grand Prix,2023,0.5289999999999964
HAM,27,HARD,2,12.0,8,89.568,Abu Dhabi Grand Prix,2023,-0.331000000000003
HAM,28,HARD,2,13.0,8,89.691,Abu Dhabi Grand Prix,2023,0.1230000000000046
HAM,29,HARD,2,14.0,8,89.842,Abu Dhabi Grand Prix,2023,0.1509999999999962
HAM,30,HARD,2,15.0,8,90.118,Abu Dhabi Grand Prix,2023,0.2759999999999962
HAM,31,HARD,2,16.0,8,89.806,Abu Dhabi Grand Prix,2023,-0.3119999999999976
HAM,32,HARD,2,17.0,8,89.876,Abu Dhabi Grand Prix,2023,0.0700000000000073
HAM,33,HARD,2,18.0,8,89.774,Abu Dhabi Grand Prix,2023,-0.1020000000000038
HAM,34,HARD,2,19.0,7,89.789,Abu Dhabi Grand Prix,2023,0.0150000000000005
HAM,35,HARD,2,20.0,6,91.324,Abu Dhabi Grand Prix,2023,1.5349999999999966
HAM,36,HARD,3,1.0,12,108.781,Abu Dhabi Grand Prix,2023,0.0
HAM,37,HARD,3,2.0,11,89.532,Abu Dhabi Grand Prix,2023,-19.24900000000001
HAM,38,HARD,3,3.0,12,90.373,Abu Dhabi Grand Prix,2023,0.8410000000000082
HAM,39,HARD,3,4.0,12,89.221,Abu Dhabi Grand Prix,2023,-1.152000000000001
HAM,40,HARD,3,5.0,12,88.867,Abu Dhabi Grand Prix,2023,-0.3539999999999992
HAM,41,HARD,3,6.0,12,88.81,Abu Dhabi Grand Prix,2023,-0.0570000000000021
HAM,42,HARD,3,7.0,12,88.793,Abu Dhabi Grand Prix,2023,-0.0169999999999959
HAM,43,HARD,3,8.0,10,88.711,Abu Dhabi Grand Prix,2023,-0.0820000000000078
HAM,44,HARD,3,9.0,10,88.99,Abu Dhabi Grand Prix,2023,0.2789999999999963
HAM,45,HARD,3,10.0,10,89.023,Abu Dhabi Grand Prix,2023,0.0330000000000012
HAM,46,HARD,3,11.0,10,89.729,Abu Dhabi Grand Prix,2023,0.7060000000000031
HAM,47,HARD,3,12.0,9,89.528,Abu Dhabi Grand Prix,2023,-0.2009999999999934
HAM,48,HARD,3,13.0,9,88.814,Abu Dhabi Grand Prix,2023,-0.7140000000000128
